S7646: min=-98.5, max=99.8, avg=-1.9
S1781: min=-97.4, max=96.9, avg=-4.1
S3696: min=-98.8, max=98.7, avg=-2.4
S9652: min=-98.3, max=97.1, avg=-5.6
S7283: min=-97.9, max=99.5, avg=-5.4
S0030: min=-96.1, max=98.2, avg=1.0
S8206: min=-98.7, max=98.5, avg=4.8
S1892: min=-97.7, max=95.6, avg=-1.2
S0442: min=-94.8, max=95.9, avg=6.1
S9118: min=-99.7, max=99.2, avg=-9.2
S5054: min=-98.7, max=99.7, avg=5.1
S0731: min=-99.2, max=98.7, avg=2.9
S0126: min=-94.4, max=99.7, avg=0.1
S9385: min=-98.6, max=95.9, avg=-9.1
S1054: min=-97.6, max=97.9, avg=2.8
S6038: min=-99.7, max=99.9, avg=2.9
S8199: min=-92.4, max=99.0, avg=10.0
S0101: min=-98.6, max=96.7, avg=-8.7
S4698: min=-97.1, max=99.1, avg=0.3
S8117: min=-95.1, max=99.6, avg=-0.9
S1530: min=-98.8, max=99.4, avg=-1.5
S3391: min=-97.3, max=99.4, avg=6.5
S4180: min=-92.8, max=99.5, avg=-2.0
S3780: min=-99.4, max=98.4, avg=-0.3
S8433: min=-98.1, max=99.6, avg=4.5
S6307: min=-99.2, max=99.9, avg=9.1
S8105: min=-99.4, max=97.7, avg=-3.8
S7919: min=-98.9, max=99.5, avg=-2.3
S1035: min=-99.6, max=99.9, avg=9.8
S0069: min=-99.4, max=99.1, avg=4.8
S4661: min=-96.2, max=96.9, avg=6.6
S3736: min=-98.7, max=94.5, avg=-1.8
S3487: min=-96.4, max=96.2, avg=-2.5
S7117: min=-99.1, max=91.2, avg=4.5
S6636: min=-99.0, max=99.1, avg=-11.6
S9676: min=-96.6, max=99.3, avg=-7.3
S3585: min=-99.0, max=99.9, avg=9.4
S9611: min=-97.8, max=93.3, avg=-2.1
S6314: min=-99.4, max=99.7, avg=8.2
S2922: min=-98.9, max=97.5, avg=-10.3
S5610: min=-96.7, max=94.6, avg=2.2
S2306: min=-99.5, max=99.9, avg=-3.9
S9786: min=-99.3, max=99.5, avg=0.6
S7684: min=-97.6, max=99.9, avg=0.0
S1504: min=-99.1, max=99.8, avg=-0.5
S2918: min=-99.7, max=97.9, avg=-3.8
S3902: min=-95.0, max=96.8, avg=7.1
S3540: min=-98.4, max=98.2, avg=7.7
S3175: min=-95.3, max=99.7, avg=-13.0
S9157: min=-99.9, max=98.3, avg=4.0
S6595: min=-99.7, max=95.9, avg=0.6
S9634: min=-99.8, max=98.9, avg=1.6
S2133: min=-98.9, max=98.5, avg=2.7
S8290: min=-97.2, max=99.4, avg=8.5
S1822: min=-98.7, max=99.6, avg=-5.2
S1015: min=-98.9, max=99.6, avg=-7.4
S9662: min=-98.5, max=96.5, avg=5.1
S0261: min=-99.9, max=93.9, avg=6.7
S5756: min=-95.6, max=99.0, avg=1.5
S1021: min=-99.8, max=97.7, avg=5.9
S7100: min=-96.7, max=93.0, avg=-1.8
S4216: min=-96.2, max=99.4, avg=-0.7
S3023: min=-97.0, max=97.6, avg=-2.5
S4993: min=-99.5, max=99.6, avg=1.8
S7249: min=-95.9, max=99.8, avg=2.4
S1213: min=-99.1, max=99.6, avg=3.0
S8609: min=-98.9, max=99.5, avg=2.3
S7342: min=-98.4, max=97.5, avg=-5.5
S0433: min=-97.5, max=99.1, avg=2.9
S8905: min=-94.7, max=99.8, avg=10.9
S4035: min=-98.7, max=99.9, avg=-1.1
S1661: min=-99.8, max=99.4, avg=5.5
S3613: min=-98.7, max=99.9, avg=2.2
S0780: min=-99.4, max=99.7, avg=4.6
S6514: min=-93.4, max=98.5, avg=-3.8
S5779: min=-99.8, max=99.4, avg=-11.6
S9450: min=-99.4, max=96.2, avg=0.1
S1902: min=-94.5, max=98.6, avg=-4.9
S2704: min=-99.3, max=91.0, avg=-4.1
S0717: min=-97.0, max=99.7, avg=4.1
S5860: min=-97.1, max=97.5, avg=-6.7
S1923: min=-99.8, max=98.0, avg=2.5
S8954: min=-99.4, max=97.1, avg=-3.5
S6203: min=-99.8, max=97.4, avg=-5.0
S1186: min=-97.6, max=98.2, avg=0.4
S8526: min=-97.1, max=99.3, avg=9.9
S8494: min=-97.1, max=95.3, avg=-7.6
S4353: min=-99.4, max=99.4, avg=-0.4
S0863: min=-99.8, max=94.7, avg=0.1
S3353: min=-96.9, max=99.9, avg=9.1
S1564: min=-95.9, max=94.5, avg=-4.9
S3442: min=-99.7, max=99.2, avg=0.3
S5249: min=-95.4, max=98.8, avg=5.5
S8305: min=-98.4, max=96.2, avg=10.3
S5689: min=-99.6, max=97.7, avg=0.2
S4301: min=-99.1, max=98.6, avg=0.1
S6884: min=-97.9, max=99.8, avg=-10.6
S8965: min=-99.2, max=99.4, avg=2.2
S4856: min=-99.5, max=99.2, avg=-1.0
S3694: min=-99.4, max=99.1, avg=11.1
S0604: min=-99.0, max=99.4, avg=1.3
S8450: min=-99.6, max=99.6, avg=-9.1
S4833: min=-96.0, max=99.8, avg=0.6
S1302: min=-98.6, max=99.6, avg=7.5
S1385: min=-99.8, max=94.5, avg=-10.2
S3595: min=-99.8, max=99.8, avg=-5.7
S3607: min=-96.9, max=96.7, avg=4.6
S3606: min=-99.6, max=99.8, avg=2.6
S6482: min=-96.9, max=99.7, avg=-2.8
S9238: min=-96.3, max=98.2, avg=1.3
S3101: min=-99.1, max=98.1, avg=1.3
S4819: min=-98.5, max=97.6, avg=3.9
S6965: min=-98.8, max=98.2, avg=-6.9
S4791: min=-99.2, max=98.0, avg=-2.5
S7197: min=-98.9, max=99.1, avg=2.5
S3739: min=-98.9, max=99.8, avg=2.2
S1354: min=-96.4, max=97.4, avg=-9.5
S7151: min=-91.3, max=99.9, avg=1.7
S3003: min=-92.0, max=99.5, avg=8.5
S4552: min=-98.0, max=99.6, avg=-0.3
S1772: min=-99.8, max=93.5, avg=1.7
S0050: min=-97.0, max=94.2, avg=7.1
S7162: min=-98.9, max=99.3, avg=3.7
S2530: min=-98.6, max=98.5, avg=-1.8
S1739: min=-92.5, max=97.6, avg=10.8
S7516: min=-98.4, max=97.7, avg=-4.0
S1999: min=-99.5, max=99.1, avg=-0.3
S0628: min=-96.8, max=97.1, avg=2.5
S1325: min=-96.3, max=96.3, avg=1.4
S8195: min=-97.2, max=97.8, avg=0.3
S2510: min=-99.9, max=98.9, avg=3.0
S1224: min=-99.1, max=99.2, avg=-10.6
S8456: min=-98.0, max=98.7, avg=-1.7
S1598: min=-97.0, max=98.1, avg=2.8
S0230: min=-99.7, max=97.1, avg=-7.2
S1671: min=-99.5, max=99.5, avg=-3.0
S0467: min=-99.6, max=98.0, avg=-4.3
S9781: min=-93.9, max=98.2, avg=5.1
S2659: min=-99.2, max=99.8, avg=2.3
S8787: min=-99.7, max=99.3, avg=1.9
S6034: min=-92.7, max=99.9, avg=3.8
S5063: min=-98.0, max=97.3, avg=-3.1
S6167: min=-98.8, max=99.5, avg=-2.4
S8339: min=-98.5, max=96.1, avg=-2.3
S5615: min=-98.9, max=98.7, avg=0.9
S5106: min=-99.7, max=98.6, avg=12.2
S4654: min=-97.9, max=99.8, avg=-5.4
S7170: min=-97.4, max=98.3, avg=-2.1
S9378: min=-86.5, max=97.3, avg=-2.7
S5034: min=-99.3, max=98.2, avg=5.4
S9297: min=-99.5, max=99.9, avg=-5.9
S1346: min=-97.8, max=99.6, avg=6.0
S9741: min=-99.9, max=98.5, avg=-7.3
S9257: min=-99.6, max=97.6, avg=-2.4
S7294: min=-99.3, max=98.9, avg=-2.0
S9025: min=-96.0, max=93.9, avg=-9.5
S9614: min=-87.0, max=99.8, avg=0.3
S2953: min=-98.4, max=99.0, avg=-17.3
S5820: min=-99.3, max=98.8, avg=-8.3
S6673: min=-99.6, max=98.1, avg=1.2
S9565: min=-99.6, max=97.5, avg=7.0
S6569: min=-97.5, max=96.1, avg=7.8
S9547: min=-99.6, max=99.7, avg=-2.6
S1938: min=-89.5, max=97.3, avg=-2.3
S9779: min=-99.7, max=98.4, avg=1.6
S3799: min=-99.3, max=97.2, avg=0.1
S9663: min=-97.4, max=98.6, avg=-2.8
S1568: min=-93.7, max=98.2, avg=0.8
S0342: min=-99.9, max=97.9, avg=-0.7
S6948: min=-99.0, max=99.6, avg=-9.0
S8689: min=-99.5, max=97.6, avg=-14.2
S2292: min=-97.6, max=97.5, avg=0.9
S6301: min=-98.9, max=96.1, avg=-6.9
S9778: min=-99.0, max=99.3, avg=6.1
S1120: min=-98.2, max=98.7, avg=-13.0
S7091: min=-99.2, max=98.8, avg=-7.0
S6709: min=-99.8, max=99.9, avg=7.3
S9166: min=-97.9, max=99.7, avg=5.5
S5044: min=-96.9, max=98.5, avg=-13.6
S3584: min=-98.5, max=99.2, avg=-9.6
S8660: min=-96.3, max=99.4, avg=8.7
S7484: min=-96.1, max=99.1, avg=6.2
S2726: min=-98.7, max=98.3, avg=9.6
S2204: min=-98.7, max=97.6, avg=9.0
S3250: min=-99.4, max=98.6, avg=-6.9
S2009: min=-99.6, max=99.8, avg=-1.6
S4306: min=-99.8, max=99.8, avg=15.6
S4400: min=-97.9, max=99.3, avg=6.8
S9241: min=-98.1, max=99.7, avg=-0.2
S2004: min=-99.5, max=96.6, avg=-5.9
S1831: min=-99.5, max=98.9, avg=-3.5
S0745: min=-96.8, max=98.0, avg=-1.5
S8016: min=-96.0, max=98.1, avg=-1.3
S3469: min=-93.7, max=96.8, avg=1.9
S0504: min=-99.9, max=98.4, avg=1.0
S0811: min=-96.1, max=96.3, avg=11.1
S7189: min=-99.6, max=99.4, avg=-2.9
S1393: min=-98.9, max=99.2, avg=-13.9
S2081: min=-98.1, max=96.8, avg=-2.1
S8918: min=-99.5, max=97.1, avg=-3.2
S1654: min=-96.5, max=95.2, avg=-1.9
S9600: min=-98.4, max=98.8, avg=-1.3
S0065: min=-99.2, max=96.1, avg=4.5
S6724: min=-99.5, max=99.8, avg=9.4
S6273: min=-99.1, max=97.8, avg=-3.2
S2985: min=-98.3, max=99.1, avg=-10.7
S7691: min=-96.0, max=99.7, avg=8.1
S0778: min=-95.9, max=98.9, avg=5.3
S2661: min=-98.7, max=94.6, avg=-5.0
S2329: min=-98.2, max=96.8, avg=-1.0
S1516: min=-98.6, max=98.8, avg=5.6
S9665: min=-96.5, max=99.4, avg=-3.4
S2042: min=-99.8, max=96.9, avg=2.0
S0174: min=-99.7, max=98.8, avg=11.1
S7087: min=-92.2, max=95.1, avg=3.6
S9922: min=-99.8, max=96.6, avg=-3.0
S1447: min=-93.2, max=99.5, avg=3.0
S8854: min=-98.4, max=98.4, avg=-1.9
S5738: min=-97.6, max=99.7, avg=2.5
S6087: min=-98.1, max=97.7, avg=1.2
S7735: min=-99.4, max=97.2, avg=4.9
S0941: min=-98.5, max=98.3, avg=-9.0
S1623: min=-99.9, max=97.2, avg=4.8
S3002: min=-99.3, max=97.5, avg=-4.1
S0764: min=-97.5, max=99.8, avg=0.5
S8549: min=-99.0, max=92.6, avg=-3.8
S3864: min=-96.4, max=99.4, avg=4.4
S1143: min=-98.9, max=97.0, avg=1.5
S0790: min=-93.9, max=99.7, avg=21.3
S8604: min=-96.2, max=99.2, avg=0.1
S8430: min=-99.6, max=98.1, avg=-10.1
S3048: min=-99.4, max=99.6, avg=0.6
S8388: min=-99.4, max=99.1, avg=-1.1
S8359: min=-97.2, max=99.7, avg=8.4
S7538: min=-99.5, max=95.5, avg=-7.9
S9937: min=-94.6, max=99.9, avg=6.3
S7759: min=-98.8, max=93.8, avg=-8.5
S7702: min=-99.1, max=97.8, avg=-2.9
S1263: min=-97.2, max=99.3, avg=0.5
S1309: min=-97.9, max=99.1, avg=5.4
S7051: min=-99.9, max=97.9, avg=-2.2
S0144: min=-99.2, max=94.3, avg=-10.9
S1170: min=-96.8, max=98.1, avg=3.2
S0773: min=-97.8, max=99.0, avg=-4.7
S2993: min=-98.8, max=98.9, avg=3.0
S7830: min=-96.7, max=95.5, avg=-6.7
S6290: min=-95.8, max=99.5, avg=-5.7
S9651: min=-90.2, max=99.8, avg=0.1
S6257: min=-92.0, max=97.7, avg=4.4
S4256: min=-95.4, max=93.4, avg=-1.7
S8671: min=-95.1, max=99.1, avg=-2.8
S8901: min=-95.7, max=98.0, avg=0.7
S9994: min=-98.9, max=97.8, avg=-4.2
S0788: min=-96.9, max=99.6, avg=5.6
S7533: min=-96.1, max=86.1, avg=-14.6
S0881: min=-99.7, max=99.7, avg=0.4
S7749: min=-99.4, max=99.6, avg=6.0
S0783: min=-98.3, max=98.7, avg=0.4
S5357: min=-99.2, max=96.3, avg=-5.7
S5777: min=-99.8, max=99.2, avg=7.9
S4414: min=-99.8, max=98.4, avg=3.2
S7722: min=-95.3, max=98.5, avg=-5.5
S7141: min=-99.3, max=98.0, avg=-7.0
S7967: min=-96.1, max=99.1, avg=2.1
S9097: min=-99.7, max=97.0, avg=2.0
S9743: min=-93.5, max=99.0, avg=3.1
S4372: min=-98.3, max=89.9, avg=2.7
S4366: min=-96.5, max=98.0, avg=4.5
S5960: min=-98.7, max=99.2, avg=-4.3
S1100: min=-99.0, max=99.7, avg=0.6
S7601: min=-99.1, max=97.1, avg=0.8
S9745: min=-98.8, max=98.6, avg=-0.3
S9618: min=-95.2, max=98.3, avg=6.3
S5622: min=-99.7, max=99.5, avg=8.6
S0274: min=-98.0, max=99.7, avg=1.8
S8678: min=-99.2, max=96.9, avg=-2.1
S4187: min=-99.5, max=99.6, avg=-0.8
S9698: min=-99.9, max=94.2, avg=-2.2
S6333: min=-97.2, max=96.8, avg=-2.2
S0994: min=-99.5, max=99.4, avg=-4.0
S8611: min=-95.8, max=96.8, avg=-6.2
S6407: min=-99.2, max=93.7, avg=-1.2
S9003: min=-98.6, max=96.0, avg=0.4
S8108: min=-98.6, max=99.7, avg=0.3
S3550: min=-99.6, max=95.4, avg=-4.6
S1098: min=-99.1, max=98.8, avg=0.0
S5265: min=-99.4, max=99.0, avg=4.1
S3142: min=-98.9, max=99.1, avg=2.7
S4055: min=-98.9, max=97.8, avg=0.7
S2452: min=-98.8, max=98.3, avg=-3.3
S7407: min=-98.9, max=98.5, avg=0.3
S5787: min=-99.4, max=98.9, avg=-2.1
S3911: min=-90.4, max=97.7, avg=3.0
S1662: min=-94.2, max=99.7, avg=-0.5
S9377: min=-90.2, max=99.3, avg=-6.8
S6566: min=-97.2, max=98.3, avg=1.1
S3421: min=-99.4, max=98.9, avg=17.8
S0253: min=-99.8, max=97.6, avg=-11.3
S2762: min=-97.5, max=94.2, avg=5.7
S8309: min=-99.9, max=97.8, avg=-7.3
S9825: min=-94.8, max=97.5, avg=5.2
S6477: min=-94.2, max=96.3, avg=-4.1
S6146: min=-99.8, max=95.8, avg=4.7
S4997: min=-98.5, max=96.4, avg=5.8
S8347: min=-99.2, max=99.8, avg=6.1
S3285: min=-98.2, max=99.4, avg=-1.1
S0191: min=-98.7, max=95.6, avg=12.1
S3786: min=-96.2, max=99.2, avg=-0.0
S4076: min=-97.8, max=99.2, avg=16.5
S8061: min=-99.3, max=99.1, avg=-7.5
S0580: min=-98.8, max=99.2, avg=2.8
S7226: min=-97.8, max=99.6, avg=3.6
S5946: min=-97.0, max=95.1, avg=0.9
S9612: min=-99.0, max=99.9, avg=6.0
S0639: min=-98.0, max=98.9, avg=-5.2
S6979: min=-97.0, max=99.1, avg=-2.5
S3474: min=-96.7, max=98.2, avg=-8.7
S5259: min=-99.1, max=99.3, avg=3.8
S3320: min=-98.5, max=97.2, avg=-2.1
S8317: min=-98.4, max=99.5, avg=-12.3
S9226: min=-95.6, max=95.9, avg=4.2
S3409: min=-99.7, max=99.9, avg=5.3
S3389: min=-95.4, max=98.8, avg=0.1
S8439: min=-98.6, max=96.1, avg=1.0
S8175: min=-91.2, max=95.9, avg=10.7
S3035: min=-99.2, max=98.8, avg=-4.9
S6775: min=-98.7, max=99.3, avg=4.8
S1500: min=-99.3, max=93.9, avg=-3.6
S7633: min=-99.1, max=97.5, avg=-4.3
S2408: min=-98.9, max=99.3, avg=9.5
S6426: min=-98.7, max=98.2, avg=-5.8
S9734: min=-99.2, max=98.2, avg=-1.0
S3715: min=-98.9, max=98.3, avg=13.8
S1901: min=-99.0, max=97.5, avg=0.3
S5811: min=-96.5, max=98.5, avg=5.6
S8081: min=-98.7, max=94.5, avg=-1.1
S7976: min=-99.5, max=97.9, avg=-10.1
S2220: min=-97.3, max=96.7, avg=15.4
S4974: min=-96.2, max=98.3, avg=0.4
S8535: min=-96.3, max=99.6, avg=5.6
S4060: min=-99.9, max=99.8, avg=3.3
S9096: min=-98.3, max=97.3, avg=6.8
S8493: min=-93.4, max=97.5, avg=7.2
S1951: min=-97.7, max=98.5, avg=4.2
S3798: min=-98.3, max=99.1, avg=-8.1
S9573: min=-99.6, max=96.8, avg=-1.9
S6651: min=-98.5, max=95.4, avg=1.7
S7021: min=-97.5, max=99.6, avg=-0.8
S0185: min=-92.1, max=96.9, avg=-7.6
S6794: min=-82.9, max=93.9, avg=5.6
S7697: min=-98.6, max=99.0, avg=-1.3
S2634: min=-99.8, max=94.4, avg=7.2
S3179: min=-97.1, max=96.6, avg=1.6
S4175: min=-98.5, max=94.4, avg=-2.4
S4647: min=-96.5, max=96.4, avg=9.0
S9973: min=-99.9, max=94.9, avg=-3.4
S6406: min=-96.3, max=98.9, avg=2.4
S8914: min=-99.4, max=98.2, avg=1.7
S6538: min=-99.9, max=99.7, avg=7.1
S6658: min=-98.2, max=99.5, avg=-13.4
S0906: min=-97.2, max=97.5, avg=-3.9
S2869: min=-95.4, max=98.1, avg=2.0
S8576: min=-99.6, max=99.3, avg=-4.8
S0661: min=-97.8, max=97.0, avg=-2.9
S2129: min=-99.3, max=97.1, avg=4.7
S4059: min=-97.6, max=99.7, avg=8.4
S8614: min=-97.7, max=96.0, avg=-7.2
S9294: min=-99.0, max=99.1, avg=16.7
S4653: min=-99.2, max=98.8, avg=1.6
S9721: min=-99.5, max=95.2, avg=5.2
S6890: min=-95.8, max=99.3, avg=-2.8
S2357: min=-99.4, max=97.9, avg=6.4
S9976: min=-99.5, max=98.7, avg=9.2
S2775: min=-97.8, max=99.4, avg=3.6
S3065: min=-98.9, max=99.6, avg=-6.7
S1391: min=-97.9, max=99.7, avg=4.0
S8508: min=-98.8, max=99.9, avg=8.5
S4786: min=-99.3, max=98.0, avg=3.6
S3659: min=-98.6, max=99.3, avg=7.3
S3176: min=-99.8, max=99.5, avg=-3.2
S7062: min=-99.7, max=96.8, avg=-19.7
S2259: min=-89.8, max=98.7, avg=4.0
S4888: min=-99.2, max=99.7, avg=-2.9
S2997: min=-97.4, max=95.9, avg=-1.6
S7269: min=-98.9, max=95.6, avg=7.4
S8218: min=-95.6, max=99.0, avg=1.4
S9530: min=-98.2, max=98.6, avg=-6.7
S1588: min=-95.4, max=99.1, avg=2.7
S3827: min=-92.7, max=96.0, avg=-2.1
S8241: min=-99.7, max=97.7, avg=-5.3
S6668: min=-98.4, max=93.8, avg=-6.0
S6217: min=-92.2, max=95.9, avg=5.4
S9731: min=-98.1, max=96.0, avg=10.0
S1033: min=-98.3, max=98.8, avg=-0.1
S1130: min=-99.6, max=99.8, avg=-9.5
S0725: min=-99.4, max=96.5, avg=-8.4
S5573: min=-96.2, max=96.7, avg=0.2
S6817: min=-99.4, max=87.5, avg=-9.0
S3929: min=-96.9, max=99.7, avg=-0.3
S7373: min=-99.5, max=96.1, avg=3.5
S2328: min=-97.4, max=97.8, avg=4.7
S4852: min=-99.9, max=98.4, avg=0.1
S8358: min=-96.1, max=99.3, avg=-1.2
S1337: min=-90.1, max=99.5, avg=6.9
S0365: min=-94.0, max=97.8, avg=-0.1
S2626: min=-99.4, max=96.0, avg=-4.8
S9394: min=-99.3, max=95.8, avg=-2.5
S5707: min=-99.8, max=98.6, avg=-6.7
S1262: min=-99.6, max=96.5, avg=-11.5
S6019: min=-99.9, max=99.6, avg=10.0
S4416: min=-96.9, max=99.5, avg=11.5
S5814: min=-99.7, max=98.6, avg=-6.2
S0413: min=-98.7, max=97.6, avg=2.3
S7850: min=-98.4, max=98.7, avg=2.1
S3922: min=-97.6, max=99.4, avg=4.7
S6605: min=-99.7, max=98.1, avg=6.0
S9055: min=-99.8, max=98.2, avg=6.5
S3838: min=-88.7, max=97.4, avg=-0.3
S2674: min=-98.5, max=96.7, avg=-6.4
S0918: min=-99.8, max=93.8, avg=1.2
S6896: min=-98.4, max=99.1, avg=1.6
S2581: min=-98.1, max=96.7, avg=1.0
S7957: min=-92.3, max=98.6, avg=7.4
S3029: min=-98.3, max=97.9, avg=1.1
S3692: min=-97.5, max=98.9, avg=10.7
S8830: min=-99.6, max=97.0, avg=-4.0
S3802: min=-95.9, max=98.1, avg=1.0
S2844: min=-99.4, max=98.9, avg=8.9
S4515: min=-98.0, max=98.7, avg=-4.1
S0747: min=-97.0, max=99.8, avg=6.1
S6851: min=-99.1, max=98.3, avg=5.5
S2486: min=-92.6, max=97.2, avg=4.6
S2120: min=-99.8, max=99.0, avg=-6.1
S5364: min=-91.5, max=98.1, avg=-3.8
S4403: min=-99.4, max=91.4, avg=-7.3
S7049: min=-99.1, max=94.9, avg=-8.7
S1284: min=-99.8, max=98.3, avg=0.3
S4621: min=-99.0, max=99.0, avg=-5.4
S1051: min=-98.9, max=98.6, avg=-5.7
S5375: min=-90.6, max=98.6, avg=0.4
S9569: min=-98.1, max=97.5, avg=-5.4
S9488: min=-98.8, max=96.3, avg=5.6
S9625: min=-99.9, max=98.5, avg=-0.4
S6260: min=-99.4, max=96.7, avg=-3.1
S3726: min=-97.3, max=99.0, avg=4.1
S8059: min=-98.1, max=99.5, avg=-7.7
S4064: min=-99.3, max=98.8, avg=5.6
S8577: min=-99.3, max=99.4, avg=0.6
S3808: min=-96.8, max=98.8, avg=3.1
S0884: min=-98.3, max=99.0, avg=-6.7
S7712: min=-99.5, max=98.4, avg=-8.6
S9992: min=-97.0, max=98.0, avg=0.7
S2033: min=-99.7, max=98.1, avg=-6.3
S2740: min=-96.6, max=94.0, avg=-11.0
S4047: min=-97.0, max=91.5, avg=1.2
S4224: min=-99.0, max=97.9, avg=-1.0
S3009: min=-99.3, max=99.1, avg=-3.8
S6580: min=-98.4, max=99.8, avg=-3.2
S0201: min=-98.1, max=99.9, avg=0.8
S4092: min=-99.6, max=97.5, avg=-1.8
S6631: min=-94.8, max=96.9, avg=-5.1
S6448: min=-99.0, max=99.4, avg=-1.2
S0844: min=-98.8, max=98.6, avg=-6.1
S5146: min=-99.1, max=98.2, avg=0.6
S1854: min=-99.5, max=98.6, avg=5.4
S2049: min=-98.7, max=99.0, avg=3.1
S8482: min=-99.4, max=98.1, avg=-0.7
S7991: min=-98.0, max=99.5, avg=-3.8
S6980: min=-98.9, max=97.6, avg=4.5
S6085: min=-99.5, max=99.3, avg=-1.0
S0481: min=-93.3, max=96.3, avg=6.8
S5619: min=-98.2, max=98.1, avg=-8.0
S0064: min=-99.0, max=91.0, avg=-18.4
S1134: min=-98.9, max=96.0, avg=0.2
S8282: min=-99.3, max=98.2, avg=7.3
S1701: min=-98.6, max=99.9, avg=5.5
S6480: min=-95.0, max=96.9, avg=4.6
S2350: min=-99.3, max=97.9, avg=-3.4
S2011: min=-96.6, max=95.5, avg=0.9
S5780: min=-99.5, max=97.3, avg=6.5
S5536: min=-99.8, max=98.2, avg=13.1
S7147: min=-97.8, max=98.7, avg=-0.1
S8497: min=-96.2, max=96.9, avg=1.0
S7536: min=-99.6, max=98.3, avg=0.4
S1848: min=-96.9, max=99.9, avg=-5.4
S2971: min=-99.8, max=97.7, avg=2.5
S4425: min=-99.2, max=99.0, avg=2.9
S9221: min=-95.8, max=95.4, avg=0.4
S3708: min=-96.8, max=98.2, avg=3.1
S3581: min=-99.6, max=85.3, avg=-1.2
S1688: min=-99.7, max=96.1, avg=1.0
S6187: min=-97.8, max=95.6, avg=1.9
S1789: min=-98.6, max=99.6, avg=-0.4
S7354: min=-95.9, max=99.8, avg=8.7
S6574: min=-98.6, max=99.5, avg=-4.4
S9264: min=-98.7, max=99.2, avg=0.8
S7471: min=-98.1, max=98.1, avg=2.1
S7474: min=-96.9, max=98.3, avg=-7.6
S3828: min=-99.6, max=99.6, avg=-5.6
S1626: min=-98.1, max=99.9, avg=-3.9
S0248: min=-98.9, max=99.3, avg=0.4
S3571: min=-99.4, max=95.9, avg=4.6
S9008: min=-98.6, max=99.4, avg=-0.6
S9127: min=-98.0, max=98.9, avg=-5.2
S1979: min=-98.9, max=99.8, avg=-4.0
S5264: min=-99.9, max=95.9, avg=0.7
S9805: min=-99.6, max=98.5, avg=8.9
S2929: min=-98.6, max=99.0, avg=-8.3
S7502: min=-99.4, max=99.8, avg=-10.9
S0169: min=-98.0, max=99.8, avg=0.7
S8001: min=-99.1, max=98.1, avg=-5.8
S7168: min=-99.2, max=98.4, avg=-1.5
S2147: min=-98.9, max=96.3, avg=-1.3
S3543: min=-95.5, max=99.4, avg=3.7
S2195: min=-96.9, max=96.7, avg=-3.1
S8506: min=-99.9, max=96.0, avg=-1.5
S7386: min=-99.7, max=96.5, avg=-3.0
S7383: min=-99.0, max=96.7, avg=-11.4
S1400: min=-99.7, max=99.3, avg=10.3
S1907: min=-99.6, max=96.0, avg=-5.3
S6436: min=-99.2, max=99.7, avg=-6.6
S3144: min=-99.0, max=97.9, avg=8.1
S2034: min=-99.3, max=99.9, avg=-5.3
S9694: min=-98.5, max=99.3, avg=-3.3
S5576: min=-98.6, max=98.8, avg=7.2
S3245: min=-99.1, max=95.2, avg=-7.7
S7037: min=-93.9, max=99.6, avg=2.6
S3054: min=-98.8, max=99.7, avg=0.4
S5883: min=-99.4, max=97.9, avg=-10.3
S7783: min=-98.5, max=96.2, avg=0.1
S0568: min=-99.0, max=99.3, avg=-12.8
S8236: min=-94.8, max=96.0, avg=4.0
S7106: min=-99.8, max=98.5, avg=-14.1
S0870: min=-99.4, max=97.6, avg=4.0
S0659: min=-96.3, max=95.4, avg=5.1
S1619: min=-98.3, max=99.7, avg=1.5
S0816: min=-94.3, max=97.0, avg=-7.6
S6322: min=-99.7, max=97.7, avg=-9.5
S2614: min=-98.9, max=92.9, avg=-11.2
S6420: min=-99.9, max=97.3, avg=7.1
S9493: min=-96.5, max=98.0, avg=7.6
S2545: min=-99.4, max=99.3, avg=7.2
S2451: min=-97.4, max=98.0, avg=-0.9
S9404: min=-96.4, max=96.9, avg=-4.5
S2151: min=-95.1, max=99.3, avg=-1.4
S5427: min=-99.8, max=97.1, avg=-1.2
S7948: min=-98.6, max=99.4, avg=-6.1
S4767: min=-94.5, max=98.2, avg=-5.5
S7073: min=-94.9, max=97.1, avg=-6.7
S2793: min=-99.5, max=94.8, avg=-10.8
S8226: min=-99.5, max=99.2, avg=0.4
S5255: min=-99.5, max=96.6, avg=-9.7
S2114: min=-99.9, max=98.2, avg=-5.4
S0938: min=-96.9, max=95.5, avg=-3.8
S3548: min=-99.3, max=99.6, avg=5.9
S1123: min=-99.9, max=97.7, avg=4.6
S8627: min=-97.5, max=98.8, avg=-7.1
S8837: min=-99.1, max=99.7, avg=-4.0
S7473: min=-99.1, max=94.9, avg=-2.3
S5410: min=-99.8, max=99.4, avg=-1.8
S4377: min=-99.7, max=98.1, avg=2.3
S9081: min=-95.2, max=98.6, avg=0.2
S9213: min=-96.2, max=99.5, avg=5.8
S7694: min=-99.8, max=99.3, avg=-9.8
S1468: min=-98.2, max=96.0, avg=0.8
S7643: min=-97.2, max=99.5, avg=6.4
S5911: min=-99.3, max=99.5, avg=-1.5
S3392: min=-99.3, max=99.8, avg=-6.4
S5887: min=-98.9, max=99.5, avg=-2.3
S5956: min=-94.1, max=98.5, avg=-4.6
S9104: min=-96.6, max=97.0, avg=-0.5
